timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1533222983.206,60.059,5.371,578.125,58.594,66.895,0
1533222983.210,49.805,2.441,150.879,55.176,19.531,0
1533222983.214,50.293,3.418,-97.168,53.711,8.789,0
1533222983.218,58.594,1.953,183.594,55.176,-0.488,0
1533222983.222,68.359,1.953,564.453,59.082,25.879,0
1533222983.226,68.848,5.371,583.008,61.523,78.613,0
1533222983.230,54.199,0.977,152.344,58.105,58.105,0
1533222983.233,46.387,-3.418,-260.254,50.781,36.133,0
1533222983.237,56.641,-1.465,84.473,53.223,45.898,0
1533222983.241,65.430,-1.465,616.699,57.129,44.434,0
1533222983.245,59.082,-3.906,623.535,52.734,66.406,0
1533222983.249,51.270,-5.371,283.691,50.781,83.496,0
1533222983.253,42.969,-3.418,-59.082,47.852,67.383,0
1533222983.257,53.711,-1.953,62.012,46.875,32.715,0
1533222983.261,68.848,0.000,432.617,50.293,66.406,0
1533222983.265,68.848,-4.395,520.508,47.852,61.035,0
1533222983.269,63.477,-8.301,152.344,46.387,-11.230,0
1533222983.273,56.641,-4.395,-131.836,43.457,19.531,0
1533222983.276,57.617,-5.859,-28.320,40.527,35.645,0
1533222983.280,66.406,-7.324,244.629,46.875,-37.598,0
1533222983.284,67.871,-4.395,496.094,45.898,-35.645,0
1533222983.288,61.035,-7.812,399.902,41.992,27.832,0
1533222983.292,56.641,-13.672,-170.410,50.293,5.371,0
1533222983.296,57.129,-5.371,-201.172,45.410,41.016,0
1533222983.300,65.430,4.395,375.000,42.969,27.344,0
1533222983.304,77.148,1.953,538.086,54.199,-4.395,0
1533222983.308,64.941,-4.883,316.895,51.758,18.555,0
1533222983.312,50.781,-10.254,-107.910,42.969,-18.066,0
1533222983.315,48.340,-9.766,-76.172,36.621,37.109,0
1533222983.319,52.734,-10.742,249.023,36.621,43.457,0
1533222983.323,58.105,-10.254,331.055,40.039,16.602,0
1533222983.327,46.875,-11.719,204.590,38.574,17.578,0
1533222983.331,41.016,-13.184,-170.410,35.645,5.371,0
1533222983.335,46.875,-12.695,-266.602,34.668,-6.348,0
1533222983.339,56.641,-13.184,314.941,35.645,46.387,0
1533222983.343,61.523,-10.742,611.328,38.086,72.754,0
1533222983.347,53.223,-11.230,388.672,36.621,18.066,0
1533222983.351,41.992,-11.719,-62.012,39.062,-25.879,0
1533222983.355,40.039,-8.301,-169.922,42.480,-10.254,0
1533222983.358,54.199,-10.254,196.289,39.551,-8.301,0
1533222983.362,66.895,-12.207,492.188,40.039,16.602,0
1533222983.366,52.734,-10.254,471.191,42.480,83.496,0
1533222983.370,40.527,-12.207,-48.340,43.945,6.836,0
1533222983.374,41.504,-13.672,-194.336,38.574,-31.738,0
1533222983.378,47.852,-8.301,259.766,38.086,4.395,0
1533222983.382,67.383,-3.906,497.559,47.363,18.555,0
1533222983.386,65.918,-4.395,494.141,47.852,41.016,0
1533222983.390,47.363,-5.371,177.734,42.480,7.324,0
1533222983.394,38.574,-7.324,-200.195,40.039,-24.414,0
1533222983.398,51.270,-8.789,172.852,39.551,9.766,0
1533222983.401,66.406,-10.254,654.785,39.062,29.297,0
1533222983.405,58.594,-12.695,582.520,43.457,-24.414,0
1533222983.409,43.945,-13.672,277.344,40.527,-17.090,0
1533222983.413,37.598,-16.602,32.227,33.691,-3.906,0
1533222983.417,40.527,-14.648,192.383,29.297,21.484,0
1533222983.421,49.805,-7.812,524.414,29.785,16.113,0
1533222983.425,43.457,-6.836,673.828,31.250,-21.973,0
1533222983.429,29.297,-10.742,515.137,25.879,20.996,0
1533222983.433,28.809,-13.184,50.781,23.438,60.547,0
1533222983.437,37.109,-17.578,146.484,22.949,50.781,0
1533222983.440,57.129,-16.602,654.297,32.227,-5.371,0
1533222983.444,62.988,-11.719,769.531,39.062,-41.992,0
1533222983.448,46.387,-11.719,585.938,39.551,-8.789,0
1533222983.452,35.645,-12.207,295.898,34.180,70.801,0
1533222983.456,40.527,-9.766,368.164,29.297,81.543,0
1533222983.460,50.293,-10.254,651.367,29.785,7.812,0
1533222983.464,51.758,-15.625,716.797,33.203,35.645,0
1533222983.468,47.852,-19.043,547.852,37.109,52.734,0
1533222983.472,39.062,-20.508,210.449,30.762,60.059,0
1533222983.476,47.363,-19.531,203.125,29.785,47.363,0
1533222983.480,61.523,-20.020,775.879,34.668,22.461,0
1533222983.483,62.012,-17.578,965.820,36.133,19.043,0
1533222983.487,58.594,-10.742,751.465,34.180,67.383,0
1533222983.491,43.457,-11.230,378.418,28.320,130.859,0
1533222983.495,40.527,-12.207,224.121,28.320,36.133,0
1533222983.499,62.500,-5.859,615.723,36.133,-25.879,0
1533222983.503,69.824,-3.418,897.949,35.156,-4.395,0
1533222983.507,59.082,-0.488,717.285,34.668,-11.719,0
1533222983.511,52.734,3.418,256.348,36.621,20.996,0
1533222983.515,55.664,3.418,213.379,32.715,30.273,0
1533222983.519,59.570,7.324,693.848,32.227,31.738,0
1533222983.523,66.406,10.254,865.723,35.156,5.859,0
1533222983.526,62.988,15.625,736.328,32.715,-0.488,0
1533222983.530,51.758,16.602,343.750,31.250,28.809,0
1533222983.534,50.293,10.742,104.980,31.250,19.043,0
1533222983.538,52.246,14.160,544.434,26.855,-27.344,0
1533222983.542,52.246,15.625,896.484,27.832,-40.039,0
1533222983.546,51.270,13.672,797.363,29.785,11.719,0
1533222983.550,46.387,10.742,421.875,23.438,52.734,0
1533222983.554,44.434,9.277,187.500,20.996,67.871,0
1533222983.558,53.223,16.113,377.930,27.832,19.531,0
1533222983.562,60.547,20.996,732.910,28.809,11.719,0
1533222983.565,55.664,21.973,796.875,27.832,28.809,0
1533222983.569,44.434,20.508,423.340,25.879,-24.414,0
1533222983.573,40.039,14.160,17.578,18.555,-26.367,0
1533222983.577,42.969,9.766,314.941,19.043,-12.207,0
1533222983.581,57.129,12.695,895.996,25.391,37.598,0
1533222983.585,54.688,18.066,819.824,22.461,51.758,0
1533222983.589,39.062,16.113,411.133,15.625,-1.953,0
1533222983.593,31.738,15.137,187.988,14.160,37.598,0
1533222983.597,45.898,17.578,394.531,18.066,55.176,0
1533222983.601,58.105,16.602,677.246,20.996,10.254,0
1533222983.605,55.176,14.648,644.531,23.926,16.113,0
1533222983.608,42.969,13.184,319.824,24.902,13.184,0
1533222983.612,31.738,11.719,108.887,19.531,-13.184,0
1533222983.616,40.527,10.254,409.180,23.926,30.273,0
1533222983.620,55.664,13.184,730.469,36.133,-1.953,0
1533222983.624,60.059,17.578,754.395,33.691,-6.348,0
1533222983.628,53.223,16.602,530.762,28.809,50.781,0
1533222983.632,47.363,13.672,73.242,32.715,42.480,0
1533222983.636,48.828,16.113,105.957,28.320,-13.672,0
1533222983.640,55.664,21.484,679.688,29.297,-20.020,0
1533222983.644,62.500,17.578,812.500,28.320,29.297,0
1533222983.648,61.035,12.207,546.875,21.484,20.996,0
1533222983.651,50.781,8.301,63.965,22.949,3.418,0
1533222983.655,45.898,9.277,34.180,21.973,-28.809,0
1533222983.659,55.664,12.207,646.484,22.461,-66.406,0
1533222983.663,57.129,9.766,791.992,24.414,-44.922,0
1533222983.667,46.387,8.789,518.555,20.996,-33.691,0
1533222983.671,37.598,7.324,242.188,22.461,-20.996,0
1533222983.675,38.086,3.418,250.488,20.996,15.137,0
1533222983.679,51.758,4.395,571.777,19.043,0.488,0
1533222983.683,47.852,2.441,720.215,20.508,-3.906,0
1533222983.687,32.227,-0.977,579.102,18.555,29.785,0
1533222983.690,28.320,0.488,219.727,18.066,65.918,0
1533222983.694,30.273,0.000,159.668,20.996,85.938,0
1533222983.698,44.434,5.371,428.711,24.414,45.898,0
1533222983.702,42.969,7.812,618.652,31.250,22.949,0
1533222983.706,27.344,4.395,680.176,33.203,80.078,0
1533222983.710,18.066,3.418,368.652,30.273,96.191,0
1533222983.714,22.461,3.418,-3.418,25.391,26.855,0
1533222983.718,37.109,5.371,441.406,28.320,28.320,0
1533222983.722,44.434,4.883,872.070,33.203,79.590,0
1533222983.726,35.645,1.465,709.961,31.738,34.180,0
1533222983.730,18.066,0.000,370.605,28.809,-9.766,0
1533222983.733,18.555,5.859,209.473,25.879,12.207,0
1533222983.737,34.180,5.859,560.547,24.414,79.102,0
1533222983.741,38.574,1.465,828.613,30.273,90.332,0
1533222983.745,29.297,5.371,621.094,31.738,24.414,0
1533222983.749,8.789,9.277,372.070,29.785,22.461,0
1533222983.753,1.953,5.371,147.949,28.320,43.945,0
1533222983.757,20.508,3.418,429.199,29.785,82.031,0
1533222983.761,34.180,3.906,957.520,36.621,91.797,0
1533222983.765,25.391,0.977,866.211,31.250,61.523,0
1533222983.769,14.648,0.977,516.602,23.438,61.035,0
1533222983.773,13.672,2.441,289.062,22.949,76.660,0
1533222983.776,18.066,1.953,388.672,25.391,26.855,0
1533222983.780,31.250,4.883,690.918,27.344,-31.250,0
1533222983.784,29.297,4.395,817.383,24.414,-42.969,0
1533222983.788,20.996,7.324,594.238,30.273,-14.648,0
1533222983.792,24.414,5.371,161.133,34.180,-14.648,0
1533222983.796,17.578,-3.906,384.766,21.973,59.082,0
1533222983.800,23.438,-6.348,987.793,20.020,107.422,0
1533222983.804,35.645,-1.465,964.355,20.996,55.176,0
1533222983.808,24.902,1.953,658.203,13.184,28.809,0
1533222983.812,12.207,1.953,306.641,11.719,-23.438,0
1533222983.815,10.742,1.953,523.438,19.043,48.828,0
1533222983.819,23.926,0.000,918.457,23.926,47.363,0
1533222983.823,22.949,-0.977,992.188,30.762,36.621,0
1533222983.827,10.742,3.906,791.992,33.691,57.617,0
1533222983.831,8.301,4.395,427.246,28.320,38.086,0
1533222983.835,20.020,2.930,486.816,29.297,41.504,0
1533222983.839,30.273,-0.977,855.469,27.344,54.688,0
1533222983.843,22.461,-3.418,989.746,26.855,51.270,0
1533222983.847,15.137,0.488,899.902,32.227,-29.785,0
1533222983.851,13.184,2.441,584.961,23.926,-6.836,0
1533222983.855,16.602,3.906,566.895,15.625,17.578,0
1533222983.858,20.996,2.930,928.223,17.578,-24.902,0
1533222983.862,16.602,-1.465,-983.887,17.578,-39.551,0
1533222983.866,14.160,0.977,935.547,18.066,-41.504,0
1533222983.870,14.160,7.812,574.219,19.043,-55.176,0
1533222983.874,14.648,9.766,440.918,11.719,-52.246,0
1533222983.878,28.809,9.766,864.746,16.602,4.883,0
1533222983.882,40.527,12.207,-958.496,24.414,63.965,0
1533222983.886,25.879,14.648,891.602,26.367,38.086,0
1533222983.890,9.277,13.672,543.945,25.879,-24.414,0
1533222983.894,20.996,14.648,556.152,23.438,1.465,0
1533222983.897,32.715,9.766,935.059,22.461,37.598,0
1533222983.901,31.250,6.836,-980.469,27.344,42.969,0
1533222983.905,21.484,6.836,926.270,29.297,22.461,0
1533222983.909,16.113,5.859,707.520,20.996,48.340,0
1533222983.913,22.461,5.859,418.457,19.531,104.004,0
1533222983.917,34.668,0.000,660.645,20.996,7.324,0
1533222983.921,47.363,0.488,-961.426,20.996,21.484,0
1533222983.925,36.133,3.906,943.359,20.020,46.387,0
1533222983.929,15.625,1.953,625.977,16.113,-30.273,0
1533222983.933,12.695,5.859,331.543,16.113,-69.824,0
1533222983.937,25.879,7.812,637.207,13.184,-68.359,0
1533222983.940,39.551,3.418,-979.980,12.695,1.953,0
1533222983.944,29.785,0.488,973.145,15.625,59.082,0
1533222983.948,19.043,-2.930,683.594,13.184,30.273,0
1533222983.952,17.578,1.465,352.539,13.184,24.902,0
1533222983.956,24.902,8.789,583.008,9.766,8.789,0
1533222983.960,31.250,7.324,-997.070,9.766,43.457,0
1533222983.964,28.809,5.859,967.773,11.719,62.988,0
1533222983.968,20.996,3.418,666.992,12.207,-7.812,0
1533222983.972,17.090,5.371,387.207,11.230,-43.945,0
1533222983.976,19.531,6.836,590.820,8.789,-31.738,0
1533222983.980,26.855,4.395,914.551,13.672,-10.742,0
1533222983.983,27.832,3.906,933.594,15.137,4.395,0
1533222983.987,18.555,3.418,789.551,14.160,31.738,0
1533222983.991,13.672,2.930,537.598,12.695,51.270,0
1533222983.995,19.531,3.418,670.898,6.348,99.609,0
1533222983.999,31.250,3.906,-999.512,5.371,47.363,0
1533222984.003,31.738,1.953,967.773,12.207,-16.602,0
1533222984.007,23.438,0.000,836.426,13.672,-29.785,0
1533222984.011,17.578,4.395,564.453,8.789,23.926,0
1533222984.015,25.391,7.324,597.656,10.742,75.195,0
1533222984.019,39.062,3.906,978.027,16.602,77.637,0
1533222984.022,41.504,-0.977,-978.027,11.719,34.180,0
1533222984.026,23.926,0.977,903.320,7.324,6.836,0
1533222984.030,15.137,1.953,655.762,6.836,81.543,0
1533222984.034,28.809,2.930,728.027,2.930,42.480,0
1533222984.038,34.668,6.348,995.605,6.836,-30.273,0
1533222984.042,27.832,2.930,997.559,11.719,0.488,0
1533222984.046,24.414,4.883,-995.605,10.742,60.059,0
1533222984.050,14.648,5.371,736.816,10.254,25.879,0
1533222984.054,14.160,0.000,637.695,14.648,24.414,0
1533222984.058,29.785,-3.418,966.309,13.672,50.781,0
1533222984.062,35.156,-0.977,-992.676,10.742,31.250,0
1533222984.065,29.785,3.418,-996.582,10.742,8.301,0
1533222984.069,15.625,-1.953,897.461,6.348,1.953,0
1533222984.073,16.113,-7.324,786.621,2.441,64.453,0
1533222984.077,35.156,-1.465,958.008,9.277,42.480,0
1533222984.081,44.922,7.812,-995.605,16.113,-12.207,0
1533222984.085,44.922,7.324,-987.793,14.648,3.906,0
1533222984.089,37.109,6.348,914.551,17.578,24.414,0
1533222984.093,35.645,9.766,798.340,20.508,39.551,0
1533222984.097,34.180,7.324,960.449,20.508,10.254,0
1533222984.101,28.809,2.441,-992.188,25.879,41.992,0
1533222984.105,21.973,7.324,999.023,26.855,53.711,0
1533222984.108,11.719,6.348,958.496,27.344,1.953,0
1533222984.112,12.207,6.348,747.559,25.879,19.043,0
1533222984.116,27.344,11.719,837.402,19.043,-9.766,0
1533222984.120,37.109,10.742,-977.051,22.461,22.949,0
1533222984.124,39.551,14.160,993.164,25.879,56.152,0
1533222984.128,36.133,14.160,-999.512,20.996,22.949,0
1533222984.132,28.320,13.184,960.449,15.137,46.875,0
1533222984.136,36.133,12.695,976.562,12.695,20.996,0
1533222984.140,42.480,8.789,-992.676,17.578,-54.199,0
1533222984.144,41.992,10.742,992.676,19.531,-14.160,0
1533222984.147,30.762,13.184,-989.746,13.184,15.137,0
1533222984.151,24.902,15.625,963.379,4.395,69.824,0
1533222984.155,38.574,17.578,939.453,5.859,53.223,0
1533222984.159,48.828,13.184,-997.559,19.043,20.508,0
1533222984.163,41.992,9.277,999.512,15.137,35.156,0
1533222984.167,32.715,10.254,-999.512,6.836,17.578,0
1533222984.171,30.762,12.695,988.770,6.836,36.133,0
1533222984.175,36.621,12.695,979.004,9.766,23.438,0
1533222984.179,48.828,11.719,-1000.000,18.555,75.684,0
1533222984.183,50.293,11.719,-1000.000,21.973,111.816,0
1533222984.187,36.621,9.277,999.023,19.531,92.285,0
1533222984.190,30.762,13.672,998.535,19.043,83.984,0
1533222984.194,27.832,15.625,998.535,20.508,62.988,0
1533222984.198,25.391,10.254,999.512,24.414,42.969,0
1533222984.202,33.203,15.137,998.047,22.949,25.879,0
1533222984.206,19.043,17.578,-998.047,17.578,4.883,0
1533222984.210,8.789,16.113,991.211,12.695,-32.715,0
1533222984.214,20.020,15.137,984.375,9.277,-10.742,0
1533222984.218,26.367,16.113,-999.512,13.672,23.926,0
1533222984.222,27.344,16.602,997.559,19.531,15.137,0
1533222984.226,17.090,15.625,-996.582,19.531,33.203,0
1533222984.230,11.719,17.578,983.887,16.602,44.922,0
1533222984.233,17.578,20.020,966.309,14.160,110.840,0
1533222984.237,28.320,19.043,998.047,14.160,72.266,0
1533222984.241,32.715,19.531,-1000.000,17.578,-41.504,0
1533222984.245,25.391,26.367,999.512,15.625,-44.922,0
1533222984.249,19.043,24.414,996.582,10.254,-6.836,0
1533222984.253,20.996,17.090,981.934,11.230,14.648,0
1533222984.257,28.320,20.020,996.094,14.160,-49.805,0
1533222984.261,25.879,23.438,-1000.000,14.160,-54.688,0
1533222984.265,21.484,23.926,995.605,15.625,40.039,0
1533222984.269,16.602,24.902,-987.793,13.672,30.273,0
1533222984.272,9.277,22.949,900.879,8.301,21.973,0
1533222984.276,21.973,20.996,904.297,14.648,40.527,0
1533222984.280,39.551,18.555,-992.676,21.484,26.367,0
1533222984.284,39.062,19.043,-986.328,21.973,-7.812,0
1533222984.288,21.484,19.043,921.387,20.020,-13.672,0
1533222984.292,8.789,17.578,856.445,17.090,-26.367,0
1533222984.296,19.043,15.137,985.840,16.602,21.484,0
1533222984.300,21.973,16.602,999.023,18.555,66.406,0
1533222984.304,16.602,19.531,-985.840,16.602,78.613,0
1533222984.308,13.184,20.508,874.023,10.254,92.285,0
1533222984.312,2.930,18.555,723.145,2.930,58.594,0
1533222984.315,6.348,15.625,919.922,-0.488,22.461,0
1533222984.319,19.531,17.578,-987.793,-1.953,46.387,0
1533222984.323,16.602,20.508,995.605,-0.977,24.902,0
1533222984.327,5.859,20.020,964.355,0.488,-14.648,0
1533222984.331,7.812,18.555,725.098,0.977,42.480,0
1533222984.335,16.113,21.484,769.043,-5.371,32.227,0
1533222984.339,20.020,19.531,-993.164,-6.836,24.902,0
1533222984.343,25.879,15.137,-989.258,2.441,44.922,0
1533222984.347,16.113,19.531,942.871,3.418,6.836,0
1533222984.351,7.812,18.555,720.703,-2.930,-23.438,0
1533222984.355,15.137,18.066,808.594,-6.836,46.387,0
1533222984.358,19.531,24.902,-989.258,-4.883,60.547,0
1533222984.362,18.066,25.391,-999.512,-2.930,27.832,0
1533222984.366,7.812,22.461,954.590,-2.441,23.926,0
1533222984.370,-3.418,21.973,694.824,-0.488,10.254,0
1533222984.374,-0.977,21.484,624.512,-3.906,-28.809,0
1533222984.378,13.184,20.020,930.664,2.930,-22.949,0
1533222984.382,9.277,20.020,-966.309,9.277,48.828,0
1533222984.386,-1.465,19.043,913.086,3.906,14.160,0
1533222984.390,-5.371,19.531,653.809,8.301,-44.434,0
1533222984.394,-6.836,17.090,726.562,10.254,32.715,0
1533222984.397,3.418,15.625,997.559,7.324,75.684,0
1533222984.401,16.113,21.973,-996.094,6.836,12.695,0
1533222984.405,4.883,23.926,875.977,11.230,33.691,0
1533222984.409,-5.371,23.926,658.203,9.277,63.477,0
1533222984.413,-4.883,26.367,603.516,3.906,63.965,0
1533222984.417,-3.906,23.438,857.422,7.324,93.750,0
1533222984.421,3.418,22.949,-964.844,7.812,84.961,0
1533222984.425,1.953,25.879,920.410,10.254,30.762,0
1533222984.429,-10.742,20.508,647.461,10.254,-2.930,0
1533222984.433,-16.113,17.090,611.328,9.277,28.809,0
1533222984.437,0.000,20.508,890.137,16.602,27.832,0
1533222984.440,13.672,24.414,-967.285,18.066,19.043,0
1533222984.444,9.766,23.926,885.742,19.531,15.137,0
1533222984.448,0.977,20.508,546.875,20.508,23.926,0
1533222984.452,0.488,20.020,472.656,16.113,28.809,0
1533222984.456,6.348,16.113,788.086,14.648,13.672,0
1533222984.460,5.371,12.207,-977.539,14.160,41.504,0
1533222984.464,0.000,12.695,910.645,18.555,58.594,0
1533222984.468,-5.371,9.766,636.230,13.672,57.617,0
1533222984.472,-6.836,9.766,362.305,3.906,64.453,0
1533222984.476,0.977,11.230,534.668,8.301,5.371,0
1533222984.480,1.465,11.230,994.141,9.766,-33.691,0
1533222984.483,-5.371,11.719,910.645,4.883,23.926,0
1533222984.487,-15.137,16.602,545.410,4.395,20.020,0
1533222984.491,-17.578,18.555,374.512,1.953,51.758,0
1533222984.495,-0.488,20.020,532.715,4.883,83.008,0
1533222984.499,9.277,16.602,829.590,13.184,54.199,0
1533222984.503,5.859,14.160,812.500,2.441,3.418,0
1533222984.507,-1.953,22.461,521.484,-4.883,-7.812,0
1533222984.511,-4.883,22.461,253.418,-7.324,37.109,0
1533222984.515,4.395,20.996,407.715,-4.395,47.852,0
1533222984.519,12.207,21.484,795.410,2.930,35.645,0
1533222984.522,12.207,20.508,701.660,0.977,1.465,0
1533222984.526,6.348,21.484,410.156,0.488,-2.441,0
1533222984.530,7.324,20.996,183.105,2.930,35.645,0
1533222984.534,12.207,15.625,175.293,10.254,20.508,0
1533222984.538,13.672,15.137,654.785,11.719,1.465,0
1533222984.542,14.648,19.043,747.559,11.719,85.938,0
1533222984.546,4.395,18.066,374.023,15.137,54.688,0
1533222984.550,-0.488,17.578,198.242,11.230,44.922,0
1533222984.554,11.719,15.625,248.047,8.301,52.734,0
1533222984.558,10.254,14.160,571.289,9.766,7.324,0
1533222984.562,9.766,15.625,623.047,11.230,-10.742,0
1533222984.565,7.812,16.113,344.727,7.324,-0.977,0
1533222984.569,-4.883,13.672,45.410,5.371,-12.695,0
1533222984.573,-4.395,16.113,26.855,6.348,-16.602,0
1533222984.577,11.230,21.973,457.520,7.324,-45.898,0
1533222984.581,19.531,22.949,684.082,9.766,-36.133,0
1533222984.585,5.859,18.066,359.863,5.859,-10.742,0
1533222984.589,-8.301,17.090,26.367,0.977,-4.883,0
1533222984.593,-7.812,20.508,-77.637,4.395,-11.230,0
1533222984.597,5.371,22.461,333.008,-0.977,-2.930,0
1533222984.601,15.137,17.578,679.199,-6.836,34.180,0
1533222984.604,9.277,12.695,363.770,-1.953,44.434,0
1533222984.608,-5.859,19.531,34.180,2.441,55.176,0
1533222984.612,-4.395,21.484,-8.301,4.883,47.363,0
1533222984.616,20.020,21.973,265.137,9.277,20.020,0
1533222984.620,22.949,22.949,468.262,11.719,6.348,0
1533222984.624,7.324,21.973,225.098,11.230,44.922,0
1533222984.628,-3.906,18.555,-96.680,6.836,30.273,0
1533222984.632,-1.953,20.996,-106.934,0.488,-22.949,0
1533222984.636,20.508,22.949,152.344,-0.488,0.488,0
1533222984.640,31.738,20.020,358.398,5.859,-19.531,0
1533222984.644,20.996,18.555,281.250,9.277,8.301,0
1533222984.647,13.184,15.625,68.848,9.766,27.344,0
1533222984.651,14.648,13.672,-201.172,7.812,-11.230,0
1533222984.655,23.926,20.508,5.859,5.371,38.574,0
1533222984.659,28.809,26.367,479.492,7.324,66.406,0
1533222984.663,27.832,24.902,314.453,8.301,7.324,0
1533222984.667,14.160,28.809,-7.812,8.301,14.648,0
1533222984.671,1.465,28.320,-171.387,8.789,28.809,0
1533222984.675,9.277,21.973,56.641,11.230,39.551,0
1533222984.679,20.996,22.949,380.371,3.906,47.852,0
1533222984.683,16.602,26.367,200.684,3.906,22.949,0
1533222984.687,0.977,21.973,-63.477,-0.977,44.434,0
1533222984.690,-0.977,20.996,-179.688,-11.719,62.500,0
1533222984.694,7.324,21.484,-56.152,-13.672,45.898,0
1533222984.698,19.043,19.043,375.977,-8.301,-9.277,0
1533222984.702,18.555,16.113,421.387,-2.930,-26.855,0
1533222984.706,2.930,16.113,92.773,-4.395,27.344,0
1533222984.710,-9.766,18.066,-171.875,-6.836,15.137,0
1533222984.714,-6.836,18.066,-16.602,-6.348,-1.953,0
1533222984.718,10.742,18.555,394.531,0.000,62.012,0
1533222984.722,12.207,20.020,359.863,-0.488,34.668,0
1533222984.726,-0.977,24.414,66.406,-0.977,26.367,0
1533222984.729,-13.672,26.367,-160.156,1.465,90.820,0
1533222984.733,-4.883,26.367,-132.324,-0.977,77.637,0
1533222984.737,17.090,24.902,255.371,4.395,27.832,0
1533222984.741,18.066,22.949,490.234,0.000,40.527,0
1533222984.745,4.395,22.949,241.211,-2.930,60.059,0
1533222984.749,-0.977,22.461,-80.078,4.395,-3.418,0
1533222984.753,13.184,25.391,17.578,6.348,34.180,0
1533222984.757,25.879,30.273,350.098,7.324,26.367,0
1533222984.761,34.180,30.273,458.008,10.742,29.785,0
1533222984.765,23.926,30.762,202.637,6.836,74.707,0
1533222984.769,3.906,27.344,-64.453,1.465,50.293,0
1533222984.772,14.648,21.484,-5.859,6.836,58.105,0
1533222984.776,33.691,23.438,251.953,10.742,24.902,0
1533222984.780,41.992,28.320,420.898,10.254,-6.836,0
1533222984.784,26.367,26.855,312.988,7.324,13.184,0
1533222984.788,10.742,24.902,82.031,9.277,66.895,0
1533222984.792,17.090,21.973,-26.367,10.742,60.059,0
1533222984.796,26.367,21.973,234.863,5.859,-22.949,0
1533222984.800,34.668,31.738,559.082,3.906,6.348,0
1533222984.804,28.320,33.203,373.047,0.488,53.711,0
1533222984.808,16.113,26.855,37.598,3.418,30.273,0
1533222984.812,25.391,25.391,-77.148,11.719,-3.418,0
1533222984.815,42.969,31.250,290.527,15.625,36.133,0
1533222984.819,43.945,34.668,578.125,22.461,59.570,0
1533222984.823,33.691,32.227,243.652,24.902,-40.527,0
1533222984.827,23.926,29.297,17.090,20.508,-23.926,0
1533222984.831,17.090,27.344,25.391,14.648,78.613,0
1533222984.835,21.484,28.320,308.594,5.859,72.754,0
1533222984.839,25.391,28.320,625.000,4.883,53.711,0
1533222984.843,17.578,25.391,427.734,12.695,74.219,0
1533222984.847,7.812,24.902,91.797,10.742,62.988,0
1533222984.851,16.113,32.715,-78.613,8.301,30.273,0
1533222984.854,27.832,31.738,-44.434,7.812,-40.039,0
1533222984.858,25.391,25.879,428.223,9.277,-83.984,0
1533222984.862,20.996,30.762,583.008,17.578,-32.227,0
1533222984.866,19.043,35.645,164.551,14.160,4.395,0
1533222984.870,14.648,36.621,-72.266,12.207,13.672,0
1533222984.874,21.484,34.180,37.109,16.113,34.180,0
1533222984.878,34.180,33.691,494.141,22.461,47.363,0
1533222984.882,32.715,33.203,555.176,22.949,-8.789,0
1533222984.886,14.648,33.203,193.848,13.184,31.738,0
1533222984.890,14.160,31.250,-28.320,13.184,40.527,0
1533222984.894,29.785,30.762,71.289,15.137,-28.320,0
1533222984.897,28.809,33.203,482.422,15.137,15.137,0
1533222984.901,25.879,33.691,490.723,20.996,29.297,0
1533222984.905,14.648,32.715,126.953,17.578,10.742,0
1533222984.909,9.766,33.203,-83.984,10.742,21.973,0
1533222984.913,25.879,33.691,71.289,13.672,-17.090,0
1533222984.917,34.180,33.203,373.047,22.461,-25.391,0
1533222984.921,31.250,35.645,476.074,25.879,49.805,0
1533222984.925,26.855,34.180,245.117,24.902,77.637,0
1533222984.929,19.531,31.250,-49.316,20.508,20.020,0
1533222984.933,24.414,27.832,31.250,16.602,26.367,0
1533222984.937,37.109,33.691,394.043,20.020,30.273,0
1533222984.940,31.738,33.691,499.512,19.531,32.227,0
1533222984.944,20.996,28.809,152.832,13.184,19.043,0
1533222984.948,15.625,27.344,-49.316,10.742,25.391,0
1533222984.952,13.672,27.832,-115.723,9.766,40.039,0
1533222984.956,26.855,34.668,202.148,9.277,24.902,0
1533222984.960,29.785,30.762,543.457,14.160,17.090,0
1533222984.964,12.695,28.809,166.992,14.160,28.320,0
1533222984.968,2.930,33.203,-91.797,12.695,74.707,0
1533222984.972,10.254,34.180,-123.535,10.254,48.828,0
1533222984.976,29.297,36.133,186.035,11.230,19.043,0
1533222984.979,35.645,34.668,563.477,16.602,4.395,0
1533222984.983,24.902,32.715,313.965,14.160,12.207,0
1533222984.987,12.207,31.738,-28.320,11.719,24.414,0
1533222984.991,20.996,31.738,-107.910,10.742,-21.973,0
1533222984.995,30.273,32.715,216.797,15.625,-60.547,0
1533222984.999,18.066,29.785,549.316,22.949,48.340,0
1533222985.003,5.371,32.227,298.828,19.043,74.219,0
1533222985.007,5.859,37.109,-38.574,6.836,-10.742,0
1533222985.011,13.184,34.668,-134.277,6.348,27.832,0
1533222985.015,23.926,32.715,133.789,9.766,51.270,0
1533222985.019,33.691,32.715,603.027,9.277,91.797,0
1533222985.022,20.996,32.715,358.398,8.789,12.207,0
1533222985.026,13.672,33.691,35.645,10.254,-31.738,0
1533222985.030,12.207,32.715,-17.090,10.742,21.973,0
1533222985.034,17.090,35.645,198.242,8.789,20.508,0
