timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1533059836.924,8.789,29.785,37.109,20.020,43.945,2
1533059836.927,42.480,27.344,40.527,21.973,-3.418,2
1533059836.931,36.621,27.344,40.039,24.902,-38.574,2
1533059836.935,17.090,29.297,41.016,23.438,10.742,2
1533059836.939,0.488,26.367,44.922,18.066,10.742,2
1533059836.943,6.836,25.391,49.805,13.184,13.184,2
1533059836.947,42.480,31.738,48.828,15.625,38.574,2
1533059836.951,41.992,39.062,43.945,19.531,8.789,2
1533059836.955,19.531,38.574,39.551,14.648,20.020,2
1533059836.959,-1.953,39.551,36.133,6.836,72.266,2
1533059836.963,-2.441,41.016,36.621,5.371,41.016,2
1533059836.967,29.785,38.574,36.133,8.789,-18.555,2
1533059836.970,36.133,37.109,32.715,10.254,-3.906,2
1533059836.974,26.367,35.156,30.762,14.648,34.668,2
1533059836.978,10.742,29.785,37.598,17.578,47.363,2
1533059836.982,3.418,28.320,40.039,14.160,29.785,2
1533059836.986,38.086,30.273,38.086,20.020,15.137,2
1533059836.990,47.363,34.180,45.410,25.879,8.789,2
1533059836.994,28.320,31.738,51.270,20.020,-2.441,2
1533059836.998,7.324,30.762,48.828,9.277,-23.926,2
1533059837.002,-3.906,31.250,44.922,2.930,17.578,2
1533059837.006,31.738,28.809,47.852,8.301,52.246,2
1533059837.010,47.363,34.180,51.270,15.625,38.574,2
1533059837.013,28.809,35.156,48.340,19.531,51.270,2
1533059837.017,7.324,31.738,47.363,17.578,36.621,2
1533059837.021,-6.348,27.344,42.480,12.207,36.133,2
1533059837.025,24.902,29.297,45.898,16.602,28.320,2
1533059837.029,47.363,33.203,54.199,22.949,26.367,2
1533059837.033,35.156,29.297,49.316,22.949,23.926,2
1533059837.037,19.043,26.855,43.945,19.531,83.984,2
1533059837.041,4.883,26.855,41.016,14.648,77.148,2
1533059837.045,29.297,29.785,41.992,15.625,7.812,2
1533059837.049,52.246,32.715,41.016,14.160,3.418,2
1533059837.052,34.668,28.809,43.457,6.836,0.488,2
1533059837.056,15.625,21.484,48.828,0.488,20.508,2
1533059837.060,0.000,20.020,47.852,-1.465,8.301,2
1533059837.064,22.461,22.461,53.711,5.859,10.742,2
1533059837.068,50.293,22.949,54.688,11.230,26.367,2
1533059837.072,33.203,22.461,45.410,6.836,6.348,2
1533059837.076,15.625,22.949,38.086,5.859,13.672,2
1533059837.080,2.930,26.367,31.738,8.789,32.227,2
1533059837.084,18.066,29.297,33.691,9.277,12.207,2
1533059837.088,41.016,27.344,39.551,11.719,10.742,2
1533059837.092,35.156,27.344,38.086,15.625,41.016,2
1533059837.095,19.043,30.273,36.133,14.648,53.223,2
1533059837.099,-0.488,31.250,33.203,9.277,28.809,2
1533059837.103,10.742,33.691,27.344,11.230,49.805,2
1533059837.107,41.016,32.227,25.879,15.625,105.469,2
1533059837.111,34.668,29.785,27.344,13.184,64.941,2
1533059837.115,22.461,28.320,27.832,15.625,14.160,2
1533059837.119,7.812,29.785,31.250,18.066,-14.648,2
1533059837.123,11.230,30.762,37.598,19.043,-27.832,2
1533059837.127,41.504,30.273,37.109,23.438,-47.363,2
1533059837.131,41.504,31.250,29.785,25.391,41.016,2
1533059837.135,28.320,30.273,30.273,25.879,60.059,2
1533059837.138,9.766,27.344,32.715,24.414,19.531,2
1533059837.142,5.859,25.391,27.832,21.973,28.809,2
1533059837.146,37.598,24.902,31.738,18.555,13.184,2
1533059837.150,38.086,27.832,39.551,17.090,-5.859,2
1533059837.154,20.508,34.668,32.227,12.695,17.578,2
1533059837.158,3.906,34.668,27.344,7.812,6.348,2
1533059837.162,-3.418,33.691,32.715,10.254,6.348,2
1533059837.166,21.484,35.156,38.086,9.277,48.340,2
1533059837.170,25.879,35.645,38.086,4.395,-4.395,2
1533059837.174,14.160,37.109,35.645,6.348,-52.246,2
1533059837.177,0.977,37.598,37.598,7.812,19.043,2
1533059837.181,-7.812,35.645,43.457,3.906,65.430,2
1533059837.185,28.809,30.762,46.875,10.254,20.996,2
1533059837.189,47.852,33.203,48.340,15.137,40.039,2
1533059837.193,34.180,35.645,43.457,9.766,7.324,2
1533059837.197,22.461,36.621,35.156,2.441,-40.527,2
1533059837.201,11.230,39.062,31.250,-1.953,27.344,2
1533059837.205,38.086,40.039,25.879,1.953,9.277,2
1533059837.209,65.918,42.480,25.391,10.742,-35.645,2
1533059837.213,51.270,43.457,35.645,16.602,16.113,2
1533059837.217,25.391,41.504,41.504,20.996,2.441,2
1533059837.220,8.301,41.504,41.992,23.926,3.418,2
1533059837.224,28.809,41.016,44.434,24.902,4.883,2
1533059837.228,49.316,43.945,45.898,18.066,21.973,2
1533059837.232,37.598,45.410,37.109,14.160,55.176,2
1533059837.236,26.367,42.969,27.344,16.602,43.945,2
1533059837.240,9.277,44.434,33.691,13.184,19.043,2
1533059837.244,20.020,41.504,36.133,9.277,-11.230,2
1533059837.248,47.852,38.086,38.086,13.184,19.043,2
1533059837.252,39.551,38.086,43.945,19.043,18.066,2
1533059837.256,17.578,37.109,45.898,15.137,41.504,2
1533059837.259,-0.977,38.574,43.457,6.836,74.707,2
1533059837.263,14.160,37.598,42.480,10.742,48.828,2
1533059837.267,49.805,34.668,39.062,21.484,8.789,2
1533059837.271,46.387,34.668,30.273,27.344,29.297,2
1533059837.275,27.832,38.086,27.344,26.367,78.125,2
1533059837.279,9.766,40.039,20.508,20.996,81.543,2
1533059837.283,13.184,37.109,15.625,17.090,13.184,2
1533059837.287,42.969,37.109,24.902,21.484,30.762,2
1533059837.291,41.504,36.133,26.855,20.020,5.371,2
1533059837.295,23.438,34.668,27.832,15.137,-17.090,2
1533059837.299,3.418,30.762,38.086,11.230,3.418,2
1533059837.302,4.883,24.414,34.180,5.859,37.109,2
1533059837.306,34.668,23.926,25.391,4.883,54.688,2
1533059837.310,34.668,27.344,25.391,10.742,15.625,2
1533059837.314,24.902,26.367,16.113,19.531,2.930,2
1533059837.318,6.348,27.344,12.695,15.137,36.621,2
1533059837.322,-2.930,28.809,13.672,10.254,75.684,2
1533059837.326,29.785,23.926,19.043,18.066,-11.719,2
1533059837.330,33.203,24.414,32.227,18.555,-38.086,2
1533059837.334,19.043,30.762,33.203,17.578,10.742,2
1533059837.338,5.859,34.180,30.273,12.207,0.488,2
1533059837.342,2.930,34.180,31.250,7.812,-10.742,2
1533059837.345,36.133,33.203,29.785,13.672,-6.836,2
1533059837.349,44.922,34.180,24.902,14.648,66.406,2
1533059837.353,26.367,35.156,27.344,14.648,81.543,2
1533059837.357,11.719,35.645,28.809,16.113,44.434,2
1533059837.361,3.418,37.598,27.832,15.137,-11.719,2
1533059837.365,31.738,40.527,37.109,17.090,3.906,2
1533059837.369,47.363,43.945,41.016,17.578,8.789,2
1533059837.373,31.738,43.457,41.504,17.090,23.438,2
1533059837.377,17.090,39.062,38.086,11.719,24.414,2
1533059837.381,0.488,34.180,37.598,6.348,-11.719,2
1533059837.384,21.484,34.668,35.645,11.719,14.160,2
1533059837.388,42.480,37.598,30.762,16.602,55.664,2
1533059837.392,29.785,35.645,28.320,18.066,6.836,2
1533059837.396,11.719,37.598,31.250,16.602,-21.484,2
1533059837.400,-6.348,40.039,31.738,14.160,33.203,2
1533059837.404,19.043,43.945,31.738,20.508,77.148,2
1533059837.408,50.781,43.457,32.227,23.926,39.062,2
1533059837.412,38.574,41.504,33.203,18.555,-11.230,2
1533059837.416,20.020,41.992,36.133,14.648,32.715,2
1533059837.420,1.465,38.086,31.738,14.160,24.414,2
1533059837.424,20.996,37.598,28.809,18.555,-16.113,2
1533059837.427,47.363,36.133,31.738,20.020,3.418,2
1533059837.431,34.668,33.203,36.133,20.020,30.273,2
1533059837.435,21.484,34.180,37.109,20.996,55.664,2
1533059837.439,6.348,37.598,34.180,17.578,40.527,2
1533059837.443,20.020,40.527,34.180,18.555,6.348,2
1533059837.447,50.293,41.992,39.062,19.043,19.531,2
1533059837.451,41.016,40.527,37.109,14.648,-2.441,2
1533059837.455,26.367,37.109,33.203,12.695,-3.418,2
1533059837.459,13.672,37.109,37.109,12.207,46.387,2
1533059837.463,18.555,36.621,36.621,15.137,83.984,2
1533059837.467,49.805,36.621,35.156,15.625,83.008,2
1533059837.470,52.246,40.527,38.574,12.207,34.668,2
1533059837.474,38.086,44.922,33.203,9.766,-18.066,2
1533059837.478,19.531,44.434,26.855,9.277,1.953,2
1533059837.482,20.996,40.039,22.461,13.184,-20.508,2
1533059837.486,43.457,37.109,20.996,15.137,-22.949,2
1533059837.490,40.039,35.645,24.414,14.648,70.312,2
1533059837.494,25.391,30.762,23.438,12.207,41.992,2
1533059837.498,5.859,24.414,20.996,4.883,4.883,2
1533059837.502,6.348,28.320,17.578,7.324,37.598,2
1533059837.506,44.434,30.273,13.184,14.648,19.531,2
1533059837.509,55.664,31.738,23.926,15.625,-6.348,2
1533059837.513,33.203,33.203,25.879,10.254,16.113,2
1533059837.517,9.766,35.156,13.184,0.977,10.742,2
1533059837.521,4.883,38.086,13.672,0.000,37.598,2
1533059837.525,33.203,38.574,20.508,4.883,74.219,2
1533059837.529,44.922,36.621,23.438,7.324,5.859,2
1533059837.533,28.809,34.180,20.020,11.719,-71.289,2
1533059837.537,15.137,38.574,21.484,12.695,-62.012,2
1533059837.541,8.789,38.086,26.367,10.254,14.648,2
1533059837.545,40.039,36.621,33.691,17.090,21.484,2
1533059837.549,64.453,39.551,36.621,21.484,30.273,2
1533059837.552,51.270,39.062,32.227,21.484,81.543,2
1533059837.556,39.062,37.598,31.738,20.508,19.043,2
1533059837.560,24.902,38.086,33.691,15.137,-16.113,2
1533059837.564,43.945,36.133,31.738,12.695,17.578,2
1533059837.568,63.965,33.203,33.691,10.742,62.988,2
1533059837.572,51.758,37.109,33.691,8.301,57.617,2
1533059837.576,36.133,39.062,30.762,6.348,58.105,2
1533059837.580,20.508,34.668,29.297,4.395,25.879,2
1533059837.584,37.109,29.297,27.344,6.348,24.414,2
1533059837.588,56.152,26.367,23.926,9.766,56.152,2
1533059837.592,46.875,25.391,19.043,7.324,-2.930,2
1533059837.595,33.691,23.926,21.973,3.418,-4.395,2
1533059837.599,13.184,26.855,21.484,-2.441,46.875,2
1533059837.603,27.344,26.855,21.484,-3.906,50.781,2
1533059837.607,56.641,25.391,24.414,0.488,20.508,2
1533059837.611,43.945,27.344,22.949,3.906,-26.855,2
1533059837.615,34.180,22.461,17.578,7.812,5.371,2
1533059837.619,16.113,18.555,17.090,-0.488,71.289,2
1533059837.623,20.996,19.531,24.414,-2.441,41.016,2
1533059837.627,52.734,20.020,30.273,4.395,33.203,2
1533059837.631,45.898,18.555,28.320,7.324,34.180,2
1533059837.634,31.250,19.531,27.832,8.301,47.363,2
1533059837.638,14.160,20.508,27.344,6.348,64.941,2
1533059837.642,17.578,19.043,21.484,3.418,41.504,2
1533059837.646,47.363,18.066,20.508,6.348,41.016,2
1533059837.650,49.805,20.996,26.367,17.090,20.020,2
1533059837.654,30.762,24.414,27.344,19.043,-1.465,2
1533059837.658,5.371,20.508,26.367,7.812,43.945,2
1533059837.662,8.301,18.066,23.438,1.465,68.359,2
1533059837.666,42.969,23.438,18.555,4.395,20.508,2
1533059837.670,41.992,28.809,19.531,6.836,-16.602,2
1533059837.674,19.531,23.438,16.602,8.301,13.184,2
1533059837.677,0.488,21.484,14.648,7.812,10.254,2
1533059837.681,-6.348,20.996,14.160,2.441,-16.602,2
1533059837.685,19.531,14.160,13.184,4.395,17.578,2
1533059837.689,30.762,18.555,11.230,10.254,34.668,2
1533059837.693,14.160,23.926,12.695,6.836,12.695,2
1533059837.697,-6.836,25.391,14.648,0.977,28.320,2
1533059837.701,-11.719,25.391,9.277,3.906,52.246,2
1533059837.705,19.531,28.320,12.695,8.789,3.906,2
1533059837.709,31.738,30.762,19.043,10.742,-17.090,2
1533059837.713,12.207,27.344,13.184,10.254,20.020,2
1533059837.716,-3.418,24.414,11.230,7.812,15.625,2
1533059837.720,-12.207,28.320,16.602,8.789,32.715,2
1533059837.724,15.625,27.344,22.461,15.625,98.633,2
1533059837.728,32.715,25.391,22.461,15.137,44.434,2
1533059837.732,18.066,28.320,16.113,13.184,-1.465,2
1533059837.736,1.465,27.344,11.719,13.184,-5.859,2
1533059837.740,-14.648,26.855,14.648,9.766,18.555,2
1533059837.744,9.277,26.367,18.066,12.695,48.340,2
1533059837.748,33.203,30.762,22.949,15.625,-31.738,2
1533059837.752,22.949,35.645,24.414,19.043,-41.992,2
1533059837.756,5.371,35.645,20.996,17.578,36.133,2
1533059837.759,-11.719,36.621,23.438,13.672,64.453,2
1533059837.763,7.324,34.180,23.438,17.578,4.883,2
1533059837.767,30.273,28.320,24.902,16.113,-23.926,2
1533059837.771,19.531,29.297,26.855,13.672,12.695,2
1533059837.775,5.859,32.227,25.879,14.160,-8.301,2
1533059837.779,-9.277,28.809,29.785,11.230,35.645,2
1533059837.783,7.812,29.785,30.273,16.113,65.430,2
1533059837.787,40.527,32.715,29.785,19.043,50.293,2
1533059837.791,32.227,30.273,32.715,18.066,28.320,2
1533059837.795,15.625,30.273,33.691,20.996,-1.953,2
1533059837.799,-0.488,33.691,35.156,18.555,-14.648,2
1533059837.802,10.254,33.691,36.621,18.066,-51.270,2
1533059837.806,43.457,32.715,37.109,21.973,5.371,2
1533059837.810,34.180,30.762,33.691,15.137,23.926,2
1533059837.814,14.160,29.785,31.738,11.230,-17.578,2
1533059837.818,-3.906,30.762,27.344,9.766,19.043,2
1533059837.822,0.977,29.297,24.902,11.230,8.789,2
1533059837.826,31.738,26.855,30.273,17.090,28.809,2
1533059837.830,26.855,23.926,35.156,22.461,62.988,2
1533059837.834,12.695,28.320,35.156,22.949,-0.977,2
1533059837.838,-6.348,38.574,30.762,15.625,-6.836,2
1533059837.841,-11.230,40.039,23.926,8.789,-17.578,2
1533059837.845,22.461,38.086,20.508,8.301,-14.648,2
1533059837.849,27.344,42.480,24.414,10.742,34.668,2
1533059837.853,9.766,39.551,31.250,11.719,86.426,2
1533059837.857,-3.418,36.133,28.809,11.719,57.617,2
1533059837.861,-2.930,41.992,27.832,12.695,25.879,2
1533059837.865,26.367,44.434,27.832,13.672,32.715,2
1533059837.869,35.156,41.992,24.902,16.602,-28.809,2
1533059837.873,20.996,41.992,27.832,24.902,-14.648,2
1533059837.877,3.418,33.691,25.391,22.461,-3.906,2
1533059837.881,-7.812,27.832,27.832,12.207,1.953,2
1533059837.884,18.066,32.715,33.203,10.254,25.391,2
1533059837.888,33.203,35.156,32.715,11.230,-1.953,2
1533059837.892,20.508,32.715,29.297,10.254,4.395,2
1533059837.896,2.930,28.320,25.879,10.742,21.484,2
1533059837.900,-15.625,27.344,31.250,7.812,39.062,2
1533059837.904,6.348,29.785,33.691,10.254,32.227,2
1533059837.908,30.273,34.180,29.297,11.719,-8.789,2
1533059837.912,20.020,37.598,23.926,9.277,-27.344,2
1533059837.916,-1.465,34.668,19.043,5.371,-3.418,2
1533059837.920,-21.484,33.203,16.113,1.465,24.414,2
1533059837.924,2.930,28.809,18.066,6.348,-18.555,2
1533059837.927,23.926,23.926,25.879,9.277,27.832,2
1533059837.931,6.836,28.320,28.809,11.230,82.031,2
1533059837.935,-11.230,31.738,25.391,8.301,28.809,2
1533059837.939,-23.926,32.715,21.484,7.324,31.250,2
1533059837.943,2.930,32.227,20.996,15.137,12.695,2
1533059837.947,30.273,33.203,21.484,20.996,-14.160,2
1533059837.951,16.602,34.180,24.414,20.020,8.789,2
1533059837.955,0.000,30.762,27.344,19.531,-19.043,2
1533059837.959,-11.230,33.203,34.180,21.973,-2.441,2
1533059837.963,6.836,31.250,40.527,24.414,58.594,2
1533059837.966,32.227,26.367,42.480,25.879,69.824,2
1533059837.970,27.344,28.809,41.504,25.879,26.367,2
1533059837.974,18.555,30.762,41.504,22.461,16.602,2
1533059837.978,-0.488,30.273,36.621,16.113,59.570,2
1533059837.982,2.930,25.391,27.832,12.695,44.434,2
1533059837.986,29.297,23.438,32.715,12.207,20.996,2
1533059837.990,21.973,22.949,39.062,12.207,27.344,2
1533059837.994,4.883,19.531,36.621,10.742,-22.461,2
1533059837.998,-12.207,21.973,32.227,7.324,7.324,2
1533059838.002,-6.836,25.391,25.391,6.348,56.641,2
1533059838.006,30.273,24.902,24.414,12.207,43.945,2
1533059838.009,35.156,29.785,32.715,12.207,59.082,2
1533059838.013,13.184,32.715,34.180,8.789,43.457,2
1533059838.017,-5.859,31.250,23.926,5.371,34.180,2
1533059838.021,-6.836,31.738,22.461,0.488,86.426,2
1533059838.025,22.461,29.297,24.414,3.418,75.195,2
1533059838.029,29.297,26.367,26.855,4.883,70.801,2
1533059838.033,12.207,30.273,29.785,6.348,81.055,2
1533059838.037,-5.371,29.785,33.203,5.371,63.965,2
1533059838.041,-10.742,26.855,31.250,-2.441,38.574,2
1533059838.045,18.555,26.367,29.297,1.465,14.648,2
1533059838.049,31.738,27.832,31.250,7.812,1.953,2
1533059838.052,9.277,25.391,29.297,0.488,18.555,2
1533059838.056,-13.672,20.508,31.250,-5.859,35.645,2
1533059838.060,-21.484,16.113,34.180,-6.348,0.488,2
1533059838.064,3.418,13.672,29.297,-3.906,-0.488,2
1533059838.068,16.602,18.066,29.785,-0.977,4.395,2
1533059838.072,2.930,21.484,33.203,-7.812,41.504,2
1533059838.076,-9.766,20.996,24.414,-10.742,13.184,2
1533059838.080,-20.020,24.414,14.648,-10.742,-38.574,2
1533059838.084,0.000,30.762,12.207,-10.742,-9.766,2
1533059838.088,16.113,35.156,18.555,-4.883,37.109,2
1533059838.091,-5.371,31.250,20.508,-7.812,82.031,2
1533059838.095,-26.367,23.926,18.555,-17.090,96.191,2
1533059838.099,-32.227,26.855,17.090,-15.137,104.980,2
1533059838.103,7.812,36.621,16.602,2.930,-11.230,2
1533059838.107,43.945,38.574,18.555,20.508,-46.387,2
1533059838.111,33.691,34.180,23.438,23.926,26.855,2
1533059838.115,16.602,34.668,27.832,22.461,13.672,2
1533059838.119,1.465,35.645,30.762,21.973,25.879,2
1533059838.123,15.625,33.691,30.762,19.531,0.000,2
1533059838.127,38.086,31.250,28.320,15.625,25.879,2
1533059838.131,34.180,30.762,23.926,21.973,71.777,2
1533059838.134,22.949,30.762,21.973,27.832,56.152,2
1533059838.138,-1.465,35.645,28.320,23.438,43.945,2
1533059838.142,9.277,38.086,26.855,24.414,41.504,2
1533059838.146,41.504,38.086,21.484,23.926,52.734,2
1533059838.150,26.855,39.551,26.855,16.113,54.199,2
1533059838.154,2.441,39.551,28.809,12.207,-31.738,2
1533059838.158,-15.625,34.668,33.203,6.348,-25.391,2
1533059838.162,-3.418,32.715,36.133,6.348,50.781,2
1533059838.166,33.691,32.715,38.574,9.766,57.617,2
1533059838.170,30.762,32.227,41.992,6.348,47.363,2
1533059838.173,19.531,32.715,40.039,10.742,41.016,2
1533059838.177,3.906,30.273,35.645,7.324,40.527,2
1533059838.181,0.488,26.855,32.227,-1.465,-7.324,2
1533059838.185,32.227,26.367,32.715,4.395,-15.625,2
1533059838.189,33.203,25.391,30.762,8.301,55.176,2
1533059838.193,15.625,29.297,24.414,4.883,18.066,2
1533059838.197,-1.953,37.109,20.996,1.953,-65.918,2
1533059838.201,-7.812,37.598,25.879,1.465,-13.672,2
1533059838.205,20.996,32.715,33.691,8.301,68.848,2
1533059838.209,30.762,35.156,39.062,14.160,49.805,2
1533059838.213,17.578,39.062,43.457,13.184,45.898,2
1533059838.216,2.930,41.504,40.039,12.207,61.035,2
1533059838.220,-2.930,39.551,37.109,14.160,54.688,2
1533059838.224,26.855,35.156,39.551,17.578,42.969,2
1533059838.228,41.504,37.109,41.016,18.555,76.660,2
1533059838.232,23.438,35.645,38.574,13.184,10.742,2
1533059838.236,4.883,30.273,32.715,8.301,-36.133,2
1533059838.240,-0.488,31.250,36.133,8.789,-25.879,2
1533059838.244,25.391,34.180,41.016,10.254,3.418,2
1533059838.248,39.551,37.109,39.551,12.695,41.992,2
1533059838.252,29.297,39.551,35.156,13.672,-1.953,2
1533059838.256,13.184,39.551,26.367,7.812,-6.836,2
1533059838.259,-2.441,38.086,24.414,5.859,8.789,2
1533059838.263,17.578,32.227,33.203,8.789,0.488,2
1533059838.267,34.180,33.691,41.504,10.254,28.809,2
1533059838.271,16.602,34.180,43.457,8.301,30.762,2
1533059838.275,-3.418,32.227,43.457,2.441,-12.207,2
1533059838.279,-17.578,33.691,46.387,2.930,-3.418,2
1533059838.283,6.836,33.691,45.410,11.719,40.039,2
1533059838.287,37.109,34.180,40.039,20.996,34.180,2
1533059838.291,27.344,35.156,36.133,19.043,4.883,2
1533059838.295,5.371,32.715,28.809,8.301,-16.113,2
1533059838.298,-11.230,29.785,19.531,7.812,-22.949,2
1533059838.302,11.719,30.273,21.973,13.672,27.344,2
1533059838.306,40.527,32.715,24.414,9.277,39.062,2
1533059838.310,23.438,33.203,24.414,1.953,2.930,2
1533059838.314,8.789,30.273,22.461,2.930,-31.738,2
1533059838.318,-13.184,27.344,19.531,0.977,47.363,2
1533059838.322,-6.348,21.484,22.949,-2.441,90.820,2
1533059838.326,26.855,17.578,27.832,-1.953,51.758,2
1533059838.330,24.414,19.043,29.785,1.953,24.902,2
1533059838.334,10.254,23.926,29.297,1.465,0.000,2
1533059838.338,-8.301,27.832,28.320,2.930,52.246,2
1533059838.341,1.953,25.391,29.297,13.672,78.613,2
1533059838.345,31.738,20.996,24.414,18.555,41.016,2
1533059838.349,23.926,18.066,20.996,13.184,34.180,2
1533059838.353,11.230,23.438,25.879,13.184,48.828,2
1533059838.357,-4.883,29.297,26.367,15.137,36.133,2
1533059838.361,-2.930,31.250,24.414,13.184,40.039,2
1533059838.365,33.691,31.250,28.809,17.578,-0.977,2
1533059838.369,35.645,24.902,25.391,16.602,38.574,2
1533059838.373,19.043,18.555,20.996,15.137,51.758,2
1533059838.377,2.441,19.043,26.855,16.602,-7.812,2
1533059838.381,-0.488,22.461,33.203,14.160,-18.555,2
1533059838.384,35.645,22.949,34.180,16.602,-28.809,2
1533059838.388,43.945,29.785,28.809,19.043,19.531,2
1533059838.392,24.414,36.133,30.273,20.996,56.641,2
1533059838.396,8.789,33.691,33.203,19.531,55.176,2
1533059838.400,0.977,28.809,35.156,20.996,43.457,2
1533059838.404,27.832,23.438,30.762,27.832,15.137,2
1533059838.408,38.086,27.344,29.785,23.926,6.348,2
1533059838.412,20.508,32.715,30.273,16.113,29.785,2
1533059838.416,5.371,26.367,23.926,12.695,41.016,2
1533059838.420,-5.371,21.484,28.320,10.254,28.809,2
1533059838.423,20.020,26.367,32.227,10.254,11.230,2
1533059838.427,31.738,31.250,27.832,6.836,-27.832,2
1533059838.431,14.648,34.180,27.344,4.395,-41.504,2
1533059838.435,-1.953,36.621,21.484,-1.465,-52.734,2
1533059838.439,-17.090,36.133,21.484,-7.812,-12.695,2
1533059838.443,6.836,27.344,26.367,-8.301,61.035,2
1533059838.447,30.273,26.367,25.879,-4.395,81.055,2
1533059838.451,16.113,31.250,26.367,-5.371,7.812,2
1533059838.455,-1.465,33.691,24.414,-6.836,-11.230,2
1533059838.459,-15.625,35.645,25.879,-2.930,28.809,2
1533059838.463,-3.418,31.738,31.738,1.953,58.105,2
1533059838.466,36.133,33.691,34.668,8.789,83.008,2
1533059838.470,39.062,34.180,34.668,16.113,29.785,2
1533059838.474,5.371,36.133,37.109,18.066,-6.348,2
1533059838.478,-17.578,36.133,37.109,8.789,-33.691,2
1533059838.482,-7.812,31.738,37.598,0.977,-10.742,2
1533059838.486,23.438,32.227,35.645,2.930,6.836,2
1533059838.490,18.066,34.180,31.250,0.977,3.418,2
1533059838.494,-3.418,31.738,30.273,-4.883,18.066,2
1533059838.498,-20.996,31.250,32.715,-3.418,-17.578,2
1533059838.502,-3.906,35.156,29.785,3.906,19.043,2
1533059838.506,33.203,37.598,28.320,8.789,85.938,2
1533059838.509,33.691,38.086,33.203,11.719,31.738,2
1533059838.513,18.066,39.062,27.832,11.719,28.809,2
1533059838.517,3.906,41.016,21.973,9.277,52.246,2
1533059838.521,9.277,40.039,28.320,10.742,54.199,2
1533059838.525,36.133,34.668,32.715,15.625,24.414,2
1533059838.529,33.691,31.250,34.180,12.695,-20.508,2
1533059838.533,17.578,34.668,29.297,11.230,17.578,2
1533059838.537,-4.395,36.133,20.996,12.207,-9.277,2
1533059838.541,-5.371,37.598,28.809,8.301,-20.508,2
1533059838.545,30.762,38.086,32.227,13.184,24.414,2
1533059838.548,37.109,35.645,29.297,20.996,13.672,2
1533059838.552,18.066,36.133,31.738,22.461,-52.734,2
1533059838.556,-3.418,34.668,33.691,12.207,-39.551,2
1533059838.560,-8.301,33.691,35.156,5.859,38.574,2
1533059838.564,26.855,36.133,34.668,8.301,21.973,2
1533059838.568,36.621,40.039,33.691,6.348,28.320,2
1533059838.572,18.555,44.922,32.715,3.418,62.012,2
1533059838.576,3.906,44.434,36.621,3.418,28.320,2
1533059838.580,-4.395,37.598,40.039,4.395,46.875,2
1533059838.584,23.438,33.691,43.945,7.324,89.844,2
1533059838.588,40.039,33.691,41.992,9.766,29.785,2
1533059838.591,22.949,38.086,36.621,8.301,-41.992,2
1533059838.595,4.395,43.457,36.133,4.883,0.488,2
1533059838.599,-6.348,45.410,36.621,5.371,45.410,2
1533059838.603,21.973,45.410,33.691,8.301,35.645,2
1533059838.607,42.969,49.316,30.762,8.301,47.363,2
1533059838.611,25.879,48.828,33.691,9.277,17.090,2
1533059838.615,11.230,44.434,35.156,8.789,-21.973,2
1533059838.619,-0.977,38.574,31.250,8.301,-10.742,2
1533059838.623,21.484,31.250,26.855,15.625,16.602,2
1533059838.627,46.387,32.715,32.227,24.414,20.996,2
1533059838.630,30.762,36.621,36.621,24.902,19.531,2
1533059838.634,7.812,34.668,33.203,20.020,29.297,2
1533059838.638,-6.836,36.621,34.668,18.555,64.453,2
1533059838.642,20.508,38.574,34.180,22.461,68.359,2
1533059838.646,42.480,32.715,26.367,25.391,65.918,2
1533059838.650,29.785,34.668,26.367,24.414,37.109,2
1533059838.654,17.578,36.133,22.461,21.973,-5.371,2
1533059838.658,-2.441,31.738,16.113,15.625,-5.371,2
1533059838.662,10.254,31.250,20.020,16.113,25.391,2
1533059838.666,40.039,33.203,24.414,21.973,38.086,2
1533059838.670,33.203,32.227,28.320,20.020,7.812,2
1533059838.673,12.695,31.250,24.414,15.625,-14.160,2
1533059838.677,-7.812,34.668,20.508,11.230,19.043,2
1533059838.681,3.906,35.645,20.020,10.254,39.551,2
1533059838.685,36.621,36.621,14.160,13.184,33.203,2
1533059838.689,30.762,40.527,15.137,10.742,-2.441,2
1533059838.693,14.160,40.039,23.438,7.812,2.930,2
1533059838.697,-1.465,34.180,27.832,7.324,54.688,2
1533059838.701,0.977,30.762,30.273,5.859,48.828,2
1533059838.705,31.250,31.250,31.250,10.742,31.250,2
1533059838.709,35.156,32.227,28.320,15.137,-56.152,2
1533059838.713,24.414,30.762,27.832,19.043,-40.039,2
1533059838.716,3.906,29.297,24.902,18.555,52.246,2
1533059838.720,1.465,28.320,24.902,19.043,17.578,2
1533059838.724,37.109,30.762,30.273,25.879,45.898,2
1533059838.728,41.992,32.715,25.391,23.438,98.145,2
1533059838.732,22.949,29.785,20.508,16.602,49.805,2
1533059838.736,3.906,25.879,19.043,10.742,-30.273,2
1533059838.740,-0.977,26.367,19.043,8.789,18.555,2
1533059838.744,28.809,28.320,15.137,15.137,25.391,2
1533059838.748,34.180,33.203,8.301,18.066,32.227,2
1533059838.752,18.555,34.180,2.930,13.672,27.344,2
1533059838.755,5.371,32.715,4.883,9.277,81.055,2
1533059838.759,0.000,32.715,10.254,9.277,73.242,2
1533059838.763,32.227,37.109,16.113,15.137,2.441,2
1533059838.767,49.316,39.551,22.949,17.578,-4.883,2
